Sr. No.,Year,Author,Exp,Data,Vel,Temp,RH,hours,Fit,Variety,Technique,Pretreatment,P_temp,P_time,kg_r,kg_m,Diff_r,Diff_m,Do,TD,alpha,aLR,aRL,mwR,Density,Berry Count,Radius,Dry_Mass,Weight_i,Vol_i,Water_i,MR_i,MC_i,MC_i,Weight_f,Vol_f,Water_f,MC_eq_Lit,MC_eq_Lit,MR_f,MC_f,MC_f,Pretreatment
137,1996,Simal S.,9,30,2.97,50,15,17,0.05,Flame,Convective,Chemical,100,20,,85,,1.48E-04,7.90E+08,2774,1.79E-02,2.30E-02,5.49E-01,29.6,1075,400,0.822,227.273,1000,930.233,772.727,1,3.4,0.7727,320.575,248.508,93.303,0.1765,0.15,0.0726,0.4105,0.291,0.6% (w/w) NotApplicableOH + 4% (w/w) NotApplicable2S2O5 + 0.1% (w/v) chitosan + 0.1% (v/v) acetic acid solution
138,1996,Simal S.,10,21,2.88,70,6,6,0.009,Flame,Convective,Chemical,100,20,,76,,2.44E-04,7.90E+08,2774,1.79E-02,2.30E-02,5.49E-01,29.6,1075,400,0.822,227.273,1000,930.233,772.727,1,3.4,0.7727,335.638,260.184,108.365,0.1765,0.15,0.0932,0.4768,0.3229,0.6% (w/w) NotApplicableOH + 4% (w/w) NotApplicable2S2O5 + 0.1% (w/v) chitosan + 0.1% (v/v) acetic acid solution
139,1996,Simal S.,11,27,2.88,80,4,6,0.018,Flame,Convective,Chemical,100,20,,55,,3.06E-04,7.90E+08,2774,1.79E-02,2.30E-02,5.49E-01,29.6,1075,400,0.822,227.273,1000,930.233,772.727,1,3.4,0.7727,311.461,241.443,84.189,0.1765,0.15,0.0602,0.3704,0.2703,0.6% (w/w) NotApplicableOH + 4% (w/w) NotApplicable2S2O5 + 0.1% (w/v) chitosan + 0.1% (v/v) acetic acid solution
140,1996,Simal S.,12,19,2.88,90,3,4,0.016,Flame,Convective,Chemical,100,20,,58,,3.80E-04,7.90E+08,2774,1.79E-02,2.30E-02,5.49E-01,29.6,1075,400,0.822,227.273,1000,930.233,772.727,1,3.4,0.7727,314.399,243.72,87.127,0.1765,0.15,0.0642,0.3834,0.2771,0.6% (w/w) NotApplicableOH + 4% (w/w) NotApplicable2S2O5 + 0.1% (w/v) chitosan + 0.1% (v/v) acetic acid solution
141,1996,Tulasidas T. N.,1,24,2,50,12,12,0.008,Thomson,ConMic,Chemical,80,30,,44,,1.00E-03,7.50E+09,2883,1.79E-02,2.30E-02,5.49E-01,29.6,1075,400,0.822,150,1000,930.233,850,1,5.6667,0.85,324.813,251.793,174.813,0.1765,0.15,0.1801,1.1654,0.5382,0.5% NotApplicableOH
142,1996,Tulasidas T. N.,2,19,2,50,12,9,0.008,Thomson,ConMic,Chemical,80,30,,58,,1.00E-03,7.50E+09,2883,1.79E-02,2.30E-02,5.49E-01,29.6,1075,400,0.822,150,1000,930.233,850,1,5.6667,0.85,318.2,246.667,168.2,0.1765,0.15,0.1721,1.1213,0.5286,0.5% NotApplicableOH + 2% ethyl oleate
143,1996,Tulasidas T. N.,3,19,2,50,12,9,0.021,Thomson,ConMic,Chemical,80,30,,61,,1.00E-03,7.50E+09,2883,1.79E-02,2.30E-02,5.49E-01,29.6,1075,400,0.822,150,1000,930.233,850,1,5.6667,0.85,306.152,237.327,156.152,0.1765,0.15,0.1575,1.041,0.51,0.5% NotApplicableOH + 3% ethyl oleate
144,1996,Tulasidas T. N.,4,24,2,50,12,12,0.006,Thomson,ConMic,Chemical,40,180,,44,,1.00E-03,7.50E+09,2883,1.79E-02,2.30E-02,5.49E-01,29.6,1075,400,0.822,150,1000,930.233,850,1,5.6667,0.85,313.341,242.9,163.341,0.1765,0.15,0.1662,1.0889,0.5213,2.5% K2CO3 + 3% ethyl oleate
145,1996,Tulasidas T. N.,5,19,2,50,12,9,0.011,Thomson,ConMic,Chemical,80,30,,58,,1.00E-03,7.50E+09,2883,1.79E-02,2.30E-02,5.49E-01,29.6,1075,400,0.822,150,1000,930.233,850,1,5.6667,0.85,323.075,250.446,173.075,0.1765,0.15,0.178,1.1538,0.5357,"0.5% NotApplicableOH + 2% ethyl oleate (Washed twice with tap water, free gravity drained and dried immediately)"
146,1996,Tulasidas T. N.,6,19,2,50,12,9,0.04,Thomson,ConMic,Chemical,80,30,,65,,1.00E-03,7.50E+09,2883,1.79E-02,2.30E-02,5.49E-01,29.6,1075,400,0.822,150,1000,930.233,850,1,5.6667,0.85,311.373,241.374,161.373,0.1765,0.15,0.1638,1.0758,0.5183,"0.5% NotApplicableOH + 2% ethyl oleate (Not washed, free gravity drained and dried immediately)"
147,1996,Tulasidas T. N.,7,19,2,50,12,9,0.008,Thomson,ConMic,Chemical,80,30,,53,,1.00E-03,7.50E+09,2883,1.79E-02,2.30E-02,5.49E-01,29.6,1075,400,0.822,150,1000,930.233,850,1,5.6667,0.85,318.595,246.973,168.595,0.1765,0.15,0.1726,1.124,0.5292,0.5% NotApplicableOH + 2% ethyl oleate (Not washed and dried after 1 hour holding time)
148,1997,Ghiaus A. G.,1,8,0.39,70,50,35,0.113,Thomson,Convective,Untreated,Untreated,Untreated,,6.5,,3.36E-04,9.40E+08,2723,1.79E-01,2.30E-02,1.49E-02,29.6,1075,400,0.822,250.301,1000,930.233,749.699,1,2.9952,0.7497,312.283,242.08,61.981,0.1765,0.15,0.0252,0.2476,0.1985,Untreated
149,1997,Karathanos V. G.,1,13,1,29,65,480,0.654,Thomson,Open Sun,Untreated,Untreated,Untreated,,14,,6.82E-05,9.50E+08,2883,1.79E-02,2.30E-02,1.49E-01,29.6,1075,6000,0.822,3.385,15,13.953,11.615,1,3.4318,0.7744,6.097,4.726,2.712,0.1765,0.15,0.192,0.8014,0.4449,Untreated
150,1997,Karathanos V. G.,2,17,1,29,65,479,9.979,Thomson,Open Sun,Chemical,25,180,,190,,6.82E-05,9.50E+08,2883,1.79E-02,2.30E-02,1.49E-01,29.6,1075,6000,0.822,3.385,15,13.953,11.615,1,3.4318,0.7744,3.866,2.997,0.482,0.1423,0.1246,0,0.1423,0.1246,2% KHCO3 + 0.2% olive oil
151,1997,Karathanos V. G.,3,19,0.6,50,22,56,0.083,Thomson,Convective,Untreated,Untreated,Untreated,,12,,1.27E-04,9.50E+08,2883,1.79E-02,2.30E-02,1.49E-01,29.6,1075,6000,0.822,3.317,15,13.953,11.683,1,3.5225,0.7789,4.509,3.495,1.192,0.1765,0.15,0.0547,0.3594,0.2644,Untreated Thomson currants
152,1997,Karathanos V. G.,4,19,0.6,50,22,56,0.074,Thomson,Convective,Untreated,Untreated,Untreated,,14,,1.27E-04,9.50E+08,2883,1.79E-02,2.30E-02,1.49E-01,29.6,1075,6000,0.822,3.317,15,13.953,11.683,1,3.5225,0.7789,3.828,2.967,0.511,0.154,0.1335,0,0.154,0.1335,Untreated whole Thomson grapes
153,1997,Tulasidas T. N.,1,65,2,30,35,12,1.664,Thomson,ConMic,Chemical,25,180,,83.5,,5.53E-01,2.01E+09,391,1.79E-01,2.30E-02,1.49E-02,29.6,1075,400,0.822,219.547,1000,930.233,780.453,1,3.5548,0.7805,253.001,196.125,33.454,0.1524,0.1322,0,0.1524,0.1322,0.5% NotApplicableOH
154,1997,Tulasidas T. N.,2,40,2,40,20,9,0.596,Thomson,ConMic,Chemical,25,180,,89.5,,5.77E-01,2.01E+09,391,1.79E-01,2.30E-02,1.49E-02,29.6,1075,400,0.822,219.547,1000,930.233,780.453,1,3.5548,0.7805,251.475,194.942,31.928,0.1454,0.127,0,0.1454,0.127,0.5% NotApplicableOH + 2% ethyl oleate
155,1997,Tulasidas T. N.,3,31,2,50,12,6,0.24,Thomson,ConMic,Chemical,25,180,,87.5,,5.99E-01,2.01E+09,391,1.79E-01,2.30E-02,1.49E-02,29.6,1075,400,0.822,219.547,1000,930.233,780.453,1,3.5548,0.7805,259.945,201.507,40.397,0.18,0.1525,0.0012,0.184,0.1554,0.5% NotApplicableOH + 3% ethyl oleate
156,1997,Tulasidas T. N.,4,24,2,60,7.5,4,0.09,Thomson,ConMic,Chemical,25,180,,84,,6.22E-01,2.01E+09,391,1.79E-01,2.30E-02,1.49E-02,29.6,1075,400,0.822,219.547,1000,930.233,780.453,1,3.5548,0.7805,255.131,197.776,35.584,0.1621,0.1395,0,0.1621,0.1395,2.5% K2CO3 + 3% ethyl oleate
157,1997,Tulasidas T. N.,5,32,2,50,7.5,6,0.2,Thomson,ConMic,Chemical,25,180,,86,,5.99E-01,2.01E+09,391,1.79E-01,2.30E-02,1.49E-02,29.6,1075,400,0.822,220.259,1000,930.233,779.741,1,3.5401,0.7797,260.404,201.864,40.145,0.18,0.1525,0.0007,0.1823,0.1542,"0.5% NotApplicableOH + 2% ethyl oleate (Washed twice with tap water, free gravity drained and dried immediately)"
158,1997,Tulasidas T. N.,6,23,2,50,7.5,4,0.375,Thomson,ConMic,Chemical,25,180,,85.5,,5.99E-01,2.01E+09,391,1.79E-01,2.30E-02,1.49E-02,29.6,1075,400,0.822,220.259,1000,930.233,779.741,1,3.5401,0.7797,258.466,200.361,38.207,0.1735,0.1478,0,0.1735,0.1478,"0.5% NotApplicableOH + 2% ethyl oleate (Not washed, free gravity drained and dried immediately)"
159,1997,Tulasidas T. N.,7,57,1,40,20,9,0.635,Thomson,ConMic,Chemical,25,180,,85,,5.77E-01,2.01E+09,391,1.79E-01,2.30E-02,1.49E-02,29.6,1075,400,0.822,219.317,1000,930.233,780.683,1,3.5596,0.7807,255.628,198.161,36.31,0.1656,0.142,0,0.1656,0.142,0.5% NotApplicableOH + 2% ethyl oleate (Not washed and dried after 1 hour holding time)
160,1997,Vázquez G.,1,48,3,50,32,121,0.273,Muscatel,Convective,Untreated,Untreated,Untreated,,7,,1.33E-04,6.70E+08,2755,1.79E-02,2.30E-02,5.49E-01,29.6,1075,320,0.822,179.869,800,744.186,620.131,1,3.4477,0.7752,264.289,204.875,84.42,0.2121,0.175,0.0795,0.4693,0.3194,Untreated Muscatel grapes dried without washing
161,1997,Vázquez G.,2,48,3,50,32,121,0.285,Muscatel,Convective,Untreated,Untreated,Untreated,,8,,1.33E-04,6.70E+08,2755,1.79E-02,2.30E-02,5.49E-01,29.6,1075,320,0.822,179.326,800,744.186,620.674,1,3.4612,0.7758,238.516,184.896,59.19,0.2121,0.175,0.0363,0.3301,0.2482,Untreated Muscatel grapes dried after washing for 20 seconds
162,1997,Vázquez G.,3,48,3,50,32,121,0.246,Muscatel,Convective,Chemical,20,20,,8,,1.33E-04,6.70E+08,2755,1.79E-02,2.30E-02,5.49E-01,29.6,1075,320,0.822,179.326,800,744.186,620.674,1,3.4612,0.7758,206.006,159.694,26.68,0.1488,0.1295,0,0.1488,0.1295,"Muscatel grapes washed for 10 seconds, treated with 7% (w/w) K2CO3 solution (at 20°C, for 20 seconds), washed again for 10 seconds, and then dried"
163,1997,Vázquez G.,4,43,3,50,32,96,0.181,Muscatel,Convective,Chemical,20,20,,10,,1.33E-04,6.70E+08,2755,1.79E-02,2.30E-02,5.49E-01,29.6,1075,320,0.822,179.326,800,744.186,620.674,1,3.4612,0.7758,209.248,162.208,29.922,0.1669,0.143,0,0.1669,0.143,"Muscatel grapes washed for 10 seconds, treated with 7% (w/w) K2CO3 + 0.4% (v/v) olive oil solution (at 20°C, for 20 seconds), washed again for 10 seconds, and then dried"
164,1997,Vázquez G.,5,51,3,50,32,88,0.176,Italia,Convective,Untreated,Untreated,Untreated,,12,,1.33E-04,6.70E+08,2755,1.79E-02,2.30E-02,5.49E-01,29.6,1075,320,0.822,199.75,800,744.186,600.25,1,3.005,0.7503,261.929,203.045,62.178,0.2121,0.175,0.0355,0.3113,0.2374,Untreated Italia grapes dried without washing
165,1997,Vázquez G.,6,51,3,50,32,88,0.037,Italia,Convective,Untreated,Untreated,Untreated,,11,,1.33E-04,6.70E+08,2755,1.79E-02,2.30E-02,5.49E-01,29.6,1075,320,0.822,199.75,800,744.186,600.25,1,3.005,0.7503,254.951,197.637,55.201,0.2121,0.175,0.023,0.2764,0.2165,Untreated Italia grapes dried after washing for 20 seconds
166,1997,Vázquez G.,7,46,3,50,32,71,0.279,Italia,Convective,Chemical,20,20,,9,,1.33E-04,6.70E+08,2755,1.79E-02,2.30E-02,5.49E-01,29.6,1075,320,0.822,199.265,800,744.186,600.735,1,3.0148,0.7509,252.082,195.412,52.817,0.2121,0.175,0.0189,0.2651,0.2095,"Italia grapes washed for 10 seconds, treated with 7% (w/w) K2CO3 solution (at 20°C, for 20 seconds), washed again for 10 seconds, and then dried"
167,1997,Vázquez G.,8,41,3,50,32,55,1.031,Italia,Convective,Chemical,20,20,,9,,1.33E-04,6.70E+08,2755,1.79E-02,2.30E-02,5.49E-01,29.6,1075,320,0.822,197.684,800,744.186,602.316,1,3.0469,0.7529,246.253,190.894,48.569,0.2121,0.175,0.0118,0.2457,0.1972,"Italia grapes washed for 10 seconds, treated with 7% (w/w) K2CO3 + 0.4% (v/v) olive oil solution (at 20°C, for 20 seconds), washed again for 10 seconds, and then dried"
168,1997,Vázquez G.,9,58,3,50,32,127,0.289,Aledo,Convective,Untreated,Untreated,Untreated,,5,,1.33E-04,6.70E+08,2755,1.79E-02,2.30E-02,5.49E-01,29.6,1075,320,0.822,183.971,800,744.186,616.029,1,3.3485,0.77,275.957,213.92,91.986,0.2121,0.175,0.0918,0.5,0.3333,Untreated Aledo grapes dried without washing
169,1997,Vázquez G.,10,57,3,50,32,127,0.468,Aledo,Convective,Untreated,Untreated,Untreated,,8,,1.33E-04,6.70E+08,2755,1.79E-02,2.30E-02,5.49E-01,29.6,1075,320,0.822,183.971,800,744.186,616.029,1,3.3485,0.77,241.591,187.28,57.62,0.2121,0.175,0.0322,0.3132,0.2385,Untreated Aledo grapes dried after washing for 20 seconds
170,1997,Vázquez G.,11,57,3,50,32,127,0.264,Aledo,Convective,Chemical,20,20,,8,,1.33E-04,6.70E+08,2755,1.79E-02,2.30E-02,5.49E-01,29.6,1075,320,0.822,183.76,800,744.186,616.24,1,3.3535,0.7703,235.213,182.336,51.453,0.2121,0.175,0.0216,0.28,0.2188,"Aledo grapes washed for 10 seconds, treated with 7% (w/w) K2CO3 solution (at 20°C, for 20 seconds), washed again for 10 seconds, and then dried"
171,1997,Vázquez G.,12,58,3,50,32,127,0.279,Aledo,Convective,Chemical,20,20,,8,,1.33E-04,6.70E+08,2755,1.79E-02,2.30E-02,5.49E-01,29.6,1075,320,0.822,183.971,800,744.186,616.029,1,3.3485,0.77,210.206,162.95,26.234,0.1426,0.1248,0,0.1426,0.1248,"Aledo grapes washed for 10 seconds, treated with 7% (w/w) K2CO3 + 0.4% (v/v) olive oil solution (at 20°C, for 20 seconds), washed again for 10 seconds, and then dried"
172,1997,Vázquez G.,13,48,3,60,27,78,0.018,Muscatel,Convective,Untreated,Untreated,Untreated,,10,,1.72E-04,6.70E+08,2755,1.79E-02,2.30E-02,5.49E-01,29.6,1075,320,0.822,178.695,800,744.186,621.305,1,3.4769,0.7766,228.229,176.922,49.534,0.2121,0.175,0.0199,0.2772,0.217,Untreated Muscatel grapes dried without washing
173,1997,Vázquez G.,14,48,3,60,27,78,0.066,Muscatel,Convective,Untreated,Untreated,Untreated,,11,,1.72E-04,6.70E+08,2755,1.79E-02,2.30E-02,5.49E-01,29.6,1075,320,0.822,178.695,800,744.186,621.305,1,3.4769,0.7766,228.229,176.922,49.534,0.2121,0.175,0.0199,0.2772,0.217,Untreated Muscatel grapes dried after washing for 20 seconds
174,1997,Vázquez G.,15,48,3,60,27,78,0.066,Muscatel,Convective,Chemical,20,20,,11,,1.72E-04,6.70E+08,2755,1.79E-02,2.30E-02,5.49E-01,29.6,1075,320,0.822,178.695,800,744.186,621.305,1,3.4769,0.7766,228.229,176.922,49.534,0.2121,0.175,0.0199,0.2772,0.217,"Muscatel grapes washed for 10 seconds, treated with 7% (w/w) K2CO3 solution (at 20°C, for 20 seconds), washed again for 10 seconds, and then dried"
175,1997,Vázquez G.,16,45,3,60,27,70,0.004,Muscatel,Convective,Chemical,20,20,,15,,1.72E-04,6.70E+08,2755,1.79E-02,2.30E-02,5.49E-01,29.6,1075,320,0.822,178.935,800,744.186,621.065,1,3.4709,0.7763,217.477,168.587,38.543,0.2121,0.175,0.001,0.2154,0.1772,"Muscatel grapes washed for 10 seconds, treated with 7% (w/w) K2CO3 + 0.4% (v/v) olive oil solution (at 20°C, for 20 seconds), washed again for 10 seconds, and then dried"
176,1997,Vázquez G.,17,48,3,60,27,71,0.072,Aledo,Convective,Untreated,Untreated,Untreated,,8,,1.72E-04,6.70E+08,2755,1.79E-02,2.30E-02,5.49E-01,29.6,1075,320,0.822,177.936,800,744.186,622.064,1,3.496,0.7776,216.655,167.949,38.719,0.2121,0.175,0.0017,0.2176,0.1787,Untreated Aledo grapes dried without washing
177,1997,Vázquez G.,18,48,3,60,27,71,0.092,Aledo,Convective,Untreated,Untreated,Untreated,,8,,1.72E-04,6.70E+08,2755,1.79E-02,2.30E-02,5.49E-01,29.6,1075,320,0.822,177.936,800,744.186,622.064,1,3.496,0.7776,213.167,165.246,35.231,0.198,0.1653,0,0.198,0.1653,Untreated Aledo grapes dried after washing for 20 seconds
178,1997,Vázquez G.,19,47,3,60,27,70,0.181,Aledo,Convective,Chemical,20,20,,11,,1.72E-04,6.70E+08,2755,1.79E-02,2.30E-02,5.49E-01,29.6,1075,320,0.822,177.936,800,744.186,622.064,1,3.496,0.7776,207.989,161.232,30.053,0.1689,0.1445,0,0.1689,0.1445,"Aledo grapes washed for 10 seconds, treated with 7% (w/w) K2CO3 solution (at 20°C, for 20 seconds), washed again for 10 seconds, and then dried"
179,1997,Vázquez G.,20,43,3,60,27,65,0.1,Aledo,Convective,Chemical,20,20,,10,,1.72E-04,6.70E+08,2755,1.79E-02,2.30E-02,5.49E-01,29.6,1075,320,0.822,177.936,800,744.186,622.064,1,3.496,0.7776,196.459,152.294,18.523,0.1041,0.0943,0,0.1041,0.0943,"Aledo grapes washed for 10 seconds, treated with 7% (w/w) K2CO3 + 0.4% (v/v) olive oil solution (at 20°C, for 20 seconds), washed again for 10 seconds, and then dried"
180,1997,Vázquez G.,21,47,3,60,19,63,0.032,Aledo,Convective,Untreated,Untreated,Untreated,,8,,1.72E-04,6.70E+08,2755,1.79E-02,2.30E-02,5.49E-01,29.6,1075,320,0.822,177.616,800,744.186,622.384,1,3.5041,0.778,230.386,178.594,52.77,0.2121,0.175,0.0258,0.2971,0.229,Untreated Aledo grapes dried without washing
181,1997,Vázquez G.,22,47,3,60,19,63,0.213,Aledo,Convective,Untreated,Untreated,Untreated,,9,,1.72E-04,6.70E+08,2755,1.79E-02,2.30E-02,5.49E-01,29.6,1075,320,0.822,177.616,800,744.186,622.384,1,3.5041,0.778,235.519,182.573,57.903,0.2121,0.175,0.0346,0.326,0.2459,Untreated Aledo grapes dried after washing for 20 seconds
182,1997,Vázquez G.,23,47,3,60,19,63,0.11,Aledo,Convective,Chemical,20,20,,11,,1.72E-04,6.70E+08,2755,1.79E-02,2.30E-02,5.49E-01,29.6,1075,320,0.822,177.865,800,744.186,622.135,1,3.4978,0.7777,221.833,171.963,43.968,0.2121,0.175,0.0107,0.2472,0.1982,"Aledo grapes washed for 10 seconds, treated with 7% (w/w) K2CO3 solution (at 20°C, for 20 seconds), washed again for 10 seconds, and then dried"
183,1997,Vázquez G.,24,47,3,60,19,63,0.037,Aledo,Convective,Chemical,20,20,,12,,1.72E-04,6.70E+08,2755,1.79E-02,2.30E-02,5.49E-01,29.6,1075,320,0.822,177.865,800,744.186,622.135,1,3.4978,0.7777,216.995,168.213,39.13,0.2121,0.175,0.0024,0.22,0.1803,"Aledo grapes washed for 10 seconds, treated with 7% (w/w) K2CO3 + 0.4% (v/v) olive oil solution (at 20°C, for 20 seconds), washed again for 10 seconds, and then dried"
184,1997,Vázquez G.,25,8,3,60,27,26,0.076,Aledo,Convective,Chemical,20,20,,28,,1.72E-04,6.70E+08,2755,1.79E-02,2.30E-02,5.49E-01,29.6,1075,320,0.822,184.549,800,744.186,615.451,1,3.3349,0.7693,238.437,184.835,53.888,0.2121,0.175,0.0256,0.292,0.226,"Aledo grapes washed for 10 seconds, treated with 7% (w/w) K2CO3 solution (at 20°C, for 20 seconds), and dried without washing"
185,1997,Vázquez G.,26,10,3,60,27,26,0.061,Aledo,Convective,Chemical,20,60,,27,,1.72E-04,6.70E+08,2755,1.79E-02,2.30E-02,5.49E-01,29.6,1075,320,0.822,184.549,800,744.186,615.451,1,3.3349,0.7693,238.437,184.835,53.888,0.2121,0.175,0.0256,0.292,0.226,"Aledo grapes washed for 10 seconds, treated with 7% (w/w) K2CO3 solution (at 20°C, for 60 seconds), and dried without washing"
186,1997,Vázquez G.,27,10,3,60,27,26,0.076,Aledo,Convective,Chemical,20,20,,28,,1.72E-04,6.70E+08,2755,1.79E-02,2.30E-02,5.49E-01,29.6,1075,320,0.822,184.549,800,744.186,615.451,1,3.3349,0.7693,238.437,184.835,53.888,0.2121,0.175,0.0256,0.292,0.226,"Aledo grapes washed for 10 seconds, treated with 7% (w/w) K2CO3 + 0.4% (v/v) olive oil solution (at 20°C, for 20 seconds), and dried without washing"
187,1997,Vázquez G.,28,10,3,60,27,26,0.076,Aledo,Convective,Chemical,20,60,,28,,1.72E-04,6.70E+08,2755,1.79E-02,2.30E-02,5.49E-01,29.6,1075,320,0.822,184.549,800,744.186,615.451,1,3.3349,0.7693,238.437,184.835,53.888,0.2121,0.175,0.0256,0.292,0.226,"Aledo grapes washed for 10 seconds, treated with 7% (w/w) K2CO3 + 0.4% (v/v) olive oil solution (at 20°C, for 60 seconds), and dried without washing"
188,1997,Vázquez G.,29,18,3,60,27,27,0.085,Aledo,Convective,Chemical,20,180,,32,,1.72E-04,6.70E+08,2755,1.79E-02,2.30E-02,5.49E-01,29.6,1075,320,0.822,184.123,800,744.186,615.877,1,3.3449,0.7698,190.924,148.003,6.801,0.0369,0.0356,0,0.0369,0.0356,"Aledo grapes washed for 10 seconds, treated with 7% (w/w) K2CO3 solution (at 20°C, for 180 seconds), and dried without washing"
189,1997,Vázquez G.,30,18,3,60,27,27,0.047,Aledo,Convective,Chemical,20,600,,29,,1.72E-04,6.70E+08,2755,1.79E-02,2.30E-02,5.49E-01,29.6,1075,320,0.822,184.123,800,744.186,615.877,1,3.3449,0.7698,190.924,148.003,6.801,0.0369,0.0356,0,0.0369,0.0356,"Aledo grapes washed for 10 seconds, treated with 7% (w/w) K2CO3 solution (at 20°C, for 600 seconds), and dried without washing"
190,1997,Vázquez G.,31,16,3,60,27,25,0.037,Aledo,Convective,Chemical,20,180,,31,,1.72E-04,6.70E+08,2755,1.79E-02,2.30E-02,5.49E-01,29.6,1075,320,0.822,184.123,800,744.186,615.877,1,3.3449,0.7698,201.045,155.849,16.923,0.0919,0.0842,0,0.0919,0.0842,"Aledo grapes washed for 10 seconds, treated with 7% (w/w) K2CO3 + 0.4% (v/v) olive oil solution (at 20°C, for 180 seconds), and dried without washing"
191,1997,Vázquez G.,32,16,3,60,27,25,0.05,Aledo,Convective,Chemical,20,600,,34,,1.72E-04,6.70E+08,2755,1.79E-02,2.30E-02,5.49E-01,29.6,1075,320,0.822,184.123,800,744.186,615.877,1,3.3449,0.7698,201.045,155.849,16.923,0.0919,0.0842,0,0.0919,0.0842,"Aledo grapes washed for 10 seconds, treated with 7% (w/w) K2CO3 + 0.4% (v/v) olive oil solution (at 20°C, for 600 seconds), and dried without washing"
192,1997,Vázquez G.,33,7,3,60,27,24,0.051,Aledo,Convective,Chemical,40,180,,28,,1.72E-04,6.70E+08,2755,1.79E-02,2.30E-02,5.49E-01,29.6,1075,320,0.822,178.384,800,744.186,621.616,1,3.4847,0.777,215.238,166.852,36.854,0.2066,0.1712,0,0.2066,0.1712,"Aledo grapes washed for 10 seconds, treated with 7% (w/w) K2CO3 solution (at 40°C, for 180 seconds), and dried without washing"
193,1997,Vázquez G.,34,7,3,60,27,24,0.035,Aledo,Convective,Chemical,55,180,,41,,1.72E-04,6.70E+08,2755,1.79E-02,2.30E-02,5.49E-01,29.6,1075,320,0.822,178.384,800,744.186,621.616,1,3.4847,0.777,215.238,166.852,36.854,0.2066,0.1712,0,0.2066,0.1712,"Aledo grapes washed for 10 seconds, treated with 7% (w/w) K2CO3 solution (at 55°C, for 180 seconds), and dried without washing"
194,1997,Vázquez G.,35,7,3,60,27,24,0.023,Aledo,Convective,Chemical,40,180,,39,,1.72E-04,6.70E+08,2755,1.79E-02,2.30E-02,5.49E-01,29.6,1075,320,0.822,178.384,800,744.186,621.616,1,3.4847,0.777,215.238,166.852,36.854,0.2066,0.1712,0,0.2066,0.1712,"Aledo grapes washed for 10 seconds, treated with 7% (w/w) K2CO3 + 0.4% (v/v) olive oil solution (at 40°C, for 180 seconds), and dried without washing"
195,1997,Vázquez G.,36,7,3,60,27,24,0.023,Aledo,Convective,Chemical,55,180,,39,,1.72E-04,6.70E+08,2755,1.79E-02,2.30E-02,5.49E-01,29.6,1075,320,0.822,178.384,800,744.186,621.616,1,3.4847,0.777,215.238,166.852,36.854,0.2066,0.1712,0,0.2066,0.1712,"Aledo grapes washed for 10 seconds, treated with 7% (w/w) K2CO3 + 0.4% (v/v) olive oil solution (at 55°C, for 180 seconds), and dried without washing"
196,1997,Vázquez G.,37,11,3,60,27,60,0.046,Aledo,Convective,Chemical,20,20,,9,,1.72E-04,6.70E+08,2755,1.79E-02,2.30E-02,5.49E-01,29.6,1075,320,0.822,178.839,800,744.186,621.161,1,3.4733,0.7765,245.689,190.456,66.85,0.2121,0.175,0.0496,0.3738,0.2721,"Aledo grapes washed for 10 seconds, treated with 0.5% (w/w) NotApplicableOH solution (at 20°C, for 20 seconds), washed again for 10 seconds, and then dried"
197,1997,Vázquez G.,38,16,3,60,27,64,0.074,Aledo,Convective,Chemical,20,60,,9,,1.72E-04,6.70E+08,2755,1.79E-02,2.30E-02,5.49E-01,29.6,1075,320,0.822,178.839,800,744.186,621.161,1,3.4733,0.7765,228.592,177.203,49.753,0.2121,0.175,0.0203,0.2782,0.2176,"Aledo grapes washed for 10 seconds, treated with 0.5% (w/w) NotApplicableOH solution (at 20°C, for 60 seconds), washed again for 10 seconds, and then dried"
198,1997,Vázquez G.,39,16,3,60,27,64,0.074,Aledo,Convective,Chemical,20,180,,9,,1.72E-04,6.70E+08,2755,1.79E-02,2.30E-02,5.49E-01,29.6,1075,320,0.822,178.839,800,744.186,621.161,1,3.4733,0.7765,228.592,177.203,49.753,0.2121,0.175,0.0203,0.2782,0.2176,"Aledo grapes washed for 10 seconds, treated with 0.5% (w/w) NotApplicableOH solution (at 20°C, for 180 seconds), washed again for 10 seconds, and then dried"
199,1997,Vázquez G.,40,16,3,60,27,64,0.402,Aledo,Convective,Chemical,20,600,,7,,1.72E-04,6.70E+08,2755,1.79E-02,2.30E-02,5.49E-01,29.6,1075,320,0.822,178.839,800,744.186,621.161,1,3.4733,0.7765,228.592,177.203,49.753,0.2121,0.175,0.0203,0.2782,0.2176,"Aledo grapes washed for 10 seconds, treated with 0.5% (w/w) NotApplicableOH solution (at 20°C, for 600 seconds), washed again for 10 seconds, and then dried"
200,1997,Vázquez G.,41,11,3,60,27,52,0.36,Aledo,Convective,Chemical,60,20,,8,,1.72E-04,6.70E+08,2755,1.79E-02,2.30E-02,5.49E-01,29.6,1075,320,0.822,177.979,800,744.186,622.021,1,3.4949,0.7775,232.014,179.856,54.035,0.2121,0.175,0.0279,0.3036,0.2329,"Aledo grapes washed for 10 seconds, treated with 0.5% (w/w) NotApplicableOH solution (at 60°C, for 20 seconds), washed again for 10 seconds, and then dried"
